#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Sun Feb 10 03:40:47 EST 2019,26,11,Assignment2Suite,EmptyTest0 HeightTest+ InsertTest0 InsertTest1+ InsertTest2+ SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
11,Sun Feb 10 03:42:44 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
12,Sun Feb 10 03:43:50 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
13,Sun Feb 10 03:44:06 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
14,Sun Feb 10 03:44:55 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
15,Sun Feb 10 03:45:45 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
16,Sun Feb 10 03:45:56 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
17,Sun Feb 10 13:49:34 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
18,Sun Feb 10 13:50:10 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
19,Sun Feb 10 13:51:49 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
20,Sun Feb 10 13:53:59 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
21,Sun Feb 10 15:16:47 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
22,Sun Feb 10 15:17:40 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest2+ , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1- , ,
23,Sun Feb 10 15:18:16 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1+ , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2- , ,
24,Tue Feb 12 07:26:30 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
25,Tue Feb 12 07:27:40 EST 2019,26,0,Assignment2Suite,EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
26,Tue Feb 12 07:29:42 EST 2019,30,4,Assignment2Suite,EfficiencyTest1+ EmptyTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
27,Tue Feb 12 07:30:22 EST 2019,34,4,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0+ HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
28,Tue Feb 12 07:31:36 EST 2019,34,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
29,Tue Feb 12 07:32:34 EST 2019,34,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
30,Tue Feb 12 07:33:32 EST 2019,38,4,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1+ HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
31,Tue Feb 12 07:40:06 EST 2019,26,-12,Assignment2Suite,EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 InsertTest0 InsertTest1 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1- EmptyTest1 FindMinMaxTest2 HeightTest- InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest2- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
32,Tue Feb 12 07:40:35 EST 2019,38,12,Assignment2Suite,EfficiencyTest1+ EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest+ InsertTest0 InsertTest1 InsertTest2+ SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
33,Tue Feb 12 07:41:15 EST 2019,26,-12,Assignment2Suite,EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 InsertTest0 InsertTest1 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1- EmptyTest1 FindMinMaxTest2 HeightTest- InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest2- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
34,Tue Feb 12 07:42:05 EST 2019,34,8,Assignment2Suite,EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest+ InsertTest0 InsertTest1 InsertTest2+ SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
35,Tue Feb 12 07:45:34 EST 2019,34,0,Assignment2Suite,EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
36,Tue Feb 12 07:46:10 EST 2019,34,0,Assignment2Suite,EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
37,Tue Feb 12 07:57:36 EST 2019,38,4,Assignment2Suite,EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1+ InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
38,Tue Feb 12 08:01:35 EST 2019,42,4,Assignment2Suite,ContainsTest0+ EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2+ InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 HeightTest- InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
39,Tue Feb 12 08:03:46 EST 2019,42,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
40,Tue Feb 12 08:04:27 EST 2019,42,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
41,Tue Feb 12 08:05:34 EST 2019,46,4,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest+ InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
42,Tue Feb 12 08:05:51 EST 2019,46,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
43,Tue Feb 12 08:29:38 EST 2019,46,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
44,Wed Feb 13 14:48:41 EST 2019,46,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
45,Wed Feb 13 14:49:33 EST 2019,46,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
46,Wed Feb 13 14:55:18 EST 2019,38,-8,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1- InsertAfterRemoveTest2- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
47,Wed Feb 13 14:56:11 EST 2019,38,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
48,Wed Feb 13 15:22:38 EST 2019,57,19,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0 InsertTest1 InsertTest2 RemoveTest0+ RemoveTest1+ RemoveTest3+ SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
49,Wed Feb 13 15:27:21 EST 2019,57,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
50,Wed Feb 13 15:29:38 EST 2019,57,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest0 SizeTest1 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
